sentence,sentiment
after decade of deal with rl shirt that dont last and cost more,0
not an exaggeration,0
find these to be good fit and value,1
i start buy these in long sleeve and get one in short sleeve by accident when change to sandstone and the picture show long sleeve white,2
be prime order figure if it wasnt right when it arrive would ship it back,0
well color be nice,1
but it come as short sleeve,2
a happy accident because would never have start order these if hadnt discover how much good these be than my polo,1
i order medium,0
the order choice show sml and on and on,0
then they say adult adult adult etc,0
since they dont say child sm,0
i take chance on the low price that come with the exclusion of the word adult,0
ill have to assume adult label must be euphemism for bamp,0
t or something else associate with extra roomy because im not child size,0
im currently,0
the waste be loose enough to hide less than flat ab,2
the shoulder fit without hang over and dont look sloppy yet still have lot of room in the chest and body,0
length be great for low cut jean,1
but too much if not tuck in,2
much more suited to be tuck in to deal with below waste jean issue,0
i actually find myself return for small which be really strange sizing,2
i give very little thought to the claim of spot protection until watch salsa disappear with just wet sponge,0
so far they be hold up through wash,1
but caution anyone who do not thoroghly understand how laundry machine work,2
you can not use high heat and the tough cycle for every type of garment,0
unless you be wear these on construction job and let it sit for week before wash you should use gentle wash cycle and low heat dry with finish guard sensor dryer,0
if you dont have access to proper dryer or time to watch over timed laundromat machine remove,0
while slightly damp and use hanger for final drying,0
everything will last long with more care regardless,0
my customer be very pleased with her shirt,1
they arrive quickly and be very good quality shirt,1
great shirt great price,1
all good,1
i purchase this shirt for my son,1
it fit perfectly,1
it have not shrink in the wash,2
its true to size,1
the color have not fade,2
ok,1
good quality,1
very nice,1
quality shirt,1
fit right good qualityfast shipping,1
the shirt fit perfectly and it be great price especially since it be part of my work uniform,1
great price and the fit be perfect for my body frame,1
color mix great with pantsshorts,1
ill be buy more,1
i love them they fit great,1
fit well,1
like the bright color,1
this be step above t,0
shirt,1
its poor quality chinese junk,2
perfect,1
as described,1
great quality,1
even good than expect,1
i get one about year ago and it still look great and still white,1
nice comfortable jersey,1
look great on my husband,1
fit well,1
nice shirt for the cost,1
its ok,1
fit great come quickly wish the fabric be bit soft,1
its nice comfortable shirt,1
i use it for work where we have to wear green,0
will buy more here in the future,1
son love it,1
i think he say it feel really good next to his skin,1
i like the slightly longer short sleeve,2
nice shirt,1
fit good,1
happy with my purchase,1
gift for step son,1
fit him as expect,1
he happy with this shirt,1
nice collar rich color,1
exactly what expect,1
comfortable,1
well build shirt,1
but tail be way too long,2
good product,1
but the fit be too small,2
run small,2
fit great feel good,1
i buy this shirt as something to wear to work my wife like the way look in it so im nervous to wear it and end up ruin it,0
very comfortable though and will likely be get more like it,1
fit good and comfortable,1
well value than anticipate for the price thank you for good deal will by again good than walmart brand,1
fit well,1
look beautiful,1
but you get what you pay for its lowquality shirt dont expect it to last for long time,0
we buy bunch for work they wash easy and be nice to wear will get some more,1
since the price be great,1
shirt be little tite for an xl,0
perfect fit,1
bought for my husband who like long sleeve shirt,0
buy one to try for quality and fit,1
he love them will be order additional for his use,1
perfect fit,1
good product,1
fit great color be great,1
use for work,0
awesome shirt great fit,1
beautiful shirt,1
look good and feel good,1
but sweaty in this hot south texas weather be no good,1
the size be just as expect,1
the only flaw be that you can definitely tell that it isnt all cotton,0
there be slight sheen to it,0
still will be get couple more,0
i really like the fit of my shirt no dislike,1
white fabric be very seethrough,0
one star,0
i have red one that like quite bit,2
star,0
very good quality,1
do not shrink in the wash,2
comfortable and fit nicely,1
wash and wear friendly,0
great shirt the only thing that would make it good would be pocket,1
shirt fit great,1
fabric be kind of thin,2
but comfortable and wear well,1
be what expect,1
i love this shirt on first wearing,1
perfect fit and feel,1
great shirt especially for the price,1
i will update the review if there anything to note after wash and wear more,0
i pick up few of these,1
they be comfortable and hold up well,1
perfect polo for work,1
thank you,1
nice shirt,1
for,1
you get what you pay for,0
this do not fit well very large arm and quite long,2
down to elbow,0
baggy and the material felt cheap,2
i return it,2
nice shirteven look after wash,1
great work shirt for hubby,1
hold up to multiple washing,1
it hasnt fade or stretch,0
would buy again,1
good quality at reasonably price fitting be as described,1
overall good value for money,1
quick delivery great product,1
the shirt be too large for my son,0
but that be my fault should have order small size,2
love it,1
correct size,0
nice shirt,1
very good quality for the price,1
fit as expect,1
the polo look great,1
hopefully or son will love it too,1
this be great shirt for great price,1
i wear these for work and its nice to know can get them so easily,1
be gift,1
boyfriend work in kitchen and love the lighter fabric,1
the stain resistant factor be plus because its much easy to maintain,1
i havent wash it yet,0
i try it on and it fit fine,1
good fit,1
but sleeve be long,0
not suitable for tropical climate at it get too hot,0
nice,1
this fit so well and it be comfortable,1
i imagine it will last few year with my daily use for work,0
i have to wear black polo shirt at work,0
i believe should of get small size,2
other than that love the light weight feeling,1
fit very well and it be very comfortable,1
material be not the quality that be look for,2
perfect fit with regglan sleeve and long waist,1
nice shirt good fit and good price,1
good price and look good on my husband,1
the length be perfect and he be,1
he say the fabric felt good,1
