sentence,sentiment
"Great shirt, neck fit without excess around waist",1
Good Value with the right fit,1
"Perfect -- fit, quality, the works",1
"Excellent product, high quality, exactly as I espect, fit the right wy",1
than ks,1
"Great Shirt and a great fit, My husband really likes the shirt, he was in need of some new clothes for Church",1
Fits great,1
Great quality too,1
I really like these shirts,1
They are easy to take care of and are one of the few in my size,1
Fits absolutely perfectly everywhere,1
Looks fantastic,1
I have several of these,0
I wear without neckwear,0
Cotton content is too small a percentage,2
Fits a bit too large,2
wear it all the time,1
wear it all the time,1
I like the color to texture the collar and the fit,1
It's my favorite shirt,1
I plan to buy more of them,1
My husband had two of these shirts in white from a few years ago and liked them so much decided to get a new one,1
He was more impressed with the fit of this one than his original ones,1
Fits perfectly and looks great,1
good shirt great price,1
"great price, good fit, decent quality for a poplin shirt",1
I literally held this up to a normal,1
not-fitted,2
shirt and it was the same size,1
Lame,2
They returned it just fine though,2
Nice quality and was true to size,1
Fit as expected,1
Maybe I am,0
I love the way this shirt fits,1
I love the color,1
I loved the price,1
That's it,0
Perfectly with pocket,1
Very happy with purchase,1
Not slim at all,2
A lot of pins in the shirt,2
Total crap,2
"Very short, poor for",2
Sloppy stitching,2
No more Van Heusen for me,2
Returned it because of a mark on pocket,2
"True to size nice work shirt, have purchased several over time with no problems",1
Too thin,2
Very scratchy,2
Low quality,2
Perfect fit,1
"The shirt fits as expected, seems week made and was a great price",1
"Neck size and arms are perfect, slightly baggy around the torso",1
Good,1
too much fabric in the waste,2
Finally bought the correct sleeve length,0
"It's a great fit without being too big in the torso area,  ok",1
Thanks,1
Excelent purchase an excelent price,1
REALLY WELL MADE,1
JUST AS GOOD AS SOME 200 DOLLAR CUSTOM SHIRTS I HAVE HAD MADE FOR ME,1
it did not fit my arms or my chest because it runs very small,2
Great shirt,1
Fits as expected,1
Nice product good quality,1
I bought 3 of them for work,0
Great,1
Easy to iron,1
Don't get wrinkled,1
No fading so far,1
"Sharp colors, good fit",1
I have an athletic build,0
Nice poplin dress shirt,1
Hung it up straight out of the dryer - didn't need ironing,1
"The material is good, the sewing and making is very good, the pricing is also wonderful",1
Way too large for a fitted shirt,2
good fit,1
Loved it,1
A superb white shirt for dressier occasions,1
Wash and light iron and your ready to go,1
Had a few minor stains,2
A little small,2
Great utility shirt,1
"Durable, yet you won't cry when you wear one out because it's relatively inexpensive",1
I'm a huge fan,1
"In my lifetime, I've bought more than 20 of these shirts",1
Great fit and good fabric,1
Wrinkle resistant,0
I am happy with everything about this product,1
I've never been disappointed with a Van Heusen product,2
I will buy more of these in the future,1
Nicely made,1
Color was as shown online,0
Would buy more if more colors were available,1
"Dress shirt, very nice",1
Slim fit as stated,1
Nice fit if you don't have a wide body,1
Van Heusen seems to never disappoint,2
Fit is so crucial and this shirt passed muster,1
It was sized exactly as described,1
"Nice color, too",1
Go for it,1
Great look and value,1
Fit as expected,1
Thickness is perfect as well,1
No worries with it being too thin like some others have posted,1
very nice shirt for the price,1
Great shirt,1
Fit perfectly,1
Perfection,1
Loved it,1
It has a tailored fit and fits as expected,1
I like the way it looks and feels,1
Will buy another,1
"Great fit for skinny guys like me, for the price I dont think thar you can get any better",1
"I ordered one blue and got a teal shirt, that doesn't match the tie I bought",2
"perfect fit, perfect color",1
I'm ordering a second one,0
Fit perfect,1
Fits good,1
"It's nice and durable, the texture is very study, recommended",1
Same issues as with the Arrow shirt - not much for quality,2
no front poket,0
Rather thin material and transparent looking,2
"Fit good, looks great",1
Very comfy,1
it is really nice to my husband Nelson,1
Like the shirt,1
It's a good fit and very easy to iron,1
"I would order again, maybe a different color next time",1
Fits as expected,1
No surprised its the shirt I was expecting as I expected it so no complains here,1
Looks and feels great,1
Fit is perfect,1
"Very nice shirt, great price, love the point collar",1
Great shirt for the price,1
I recommend it,1
Nice fit,1
"This is the ""Totally Perfect Dress Shirt"" someone a person who Works Out All Of the Time like I do",1
I bought two of these for my husband as they will be his new work uniforms,0
They arrived promptly and the shirts fit well &amp,1
the quality of the fabric is good,1
"He will be using them on a daily basis, so I will order a few more",1
I hope they hold up to  the many washings ahead,0
Just right,1
I have the same shirt in the same size,0
When this shirt arrived it was too small I The waiste,2
Great comfortable shirt,1
LOVE these shirts,1
I am a religious Jew and where only white dress shirts,0
Ordered a few of these and am very pleased,1
"Good quality, snug fit",1
Trendy,1
Recommend,1
This shirt is a great shirt that lasts for a long time for what we pay for,1
"It's wrinkle free, so it's easy to wash at home and iron it back as if it was done by professional",1
Great discount shirt to replace older more expensive shirts,1
Shirt was poorly sewn,2
Loose strands of fabric,0
Shirt lasted being worn twice before fabric gave way,0
Do not buy clothing from Amazon,2
Got this for my grandson,0
The grey color makes him look cool,0
We were very pleased with this shirt,1
My husband loves Van Heusen shirts and the size was perfect,1
Thank you,0
The style is simple and the shirt fits like a shirt should,1
Great buy,1
hubby loved it early christmas present for him ordered white n grey another 2 shirts it fitted well,1
white black and grey are the MUST shirts in mans closet :,1
nice shirt for 1920's wedding theme,0
Great shirt for good price,1
Would buy again,1
Highly recommended,1
Thanks,1
Had to buy it for a wedding,0
Ok shirt if you like white,1
Nice shirt fits as it should good quality for the price,1
"It has the material, color, size and texture as expected",1
"I buy this kind of shirt every 6 months, due to the high quality, and adequate price",1
Great shirt,1
Good quality,1
"Nice dress shirt, Very good quality",1
"I""m 5'4"" and 138lbs",0
I have a fairly muscular build so I live in the world of smediums,0
Fairly good quality,1
Very nice shirt,1
Wonderful fabric and very well made,1
Regular size was too large around the belly and I'm by no means that slim,0
The fitted shirt was perfect,1
Great fit,1
"Very comfortable, easy to wash with minimal ironing",1
I will order more very soon,1
"perfect, as expected",1
Nice shirt for the price,1
fin very well,1
Good Price,1
Fits as expected,1
It fits perfectly for me and was also well protected when shipped,1
The material seem to be of good quality and well worth the price,1
"Wore it once, washed it once and the entire bottom of the right arm ripped through",2
Does anyone know how to contact the manufacturer?,0
Perfect fit,1
Perfect fit,1
well made and priced fairly,1
nice shirt,1
Good,1
"Great quality, fit and value for the money",1
I Highly recommend this shirt,1
Bought this for my husband and he just loves it,1
I really like these shirts,1
I was very happy to be able to get the fitted shirt in the size my son needed,1
It is very hard to find locally,0
It fit like the other van heusen shirts he owns,1
Four only because it was still a bit transparent,2
Sleeves were several inches too long,2
I ordered another shirt that was identical except for the color,1
Obviously the wrong label was used for the first shirt,2
I bought this for my son to wear to his job,0
Sharp color and fit makes him feel good at work,1
Like it,1
Bought it before,0
Great,1
Great color,1
"Size sure matters, for me just a bit small",2
So when I loose a bit of WEIGHT it will be fine,2
Good price and nice quality,1
"Classic shirt, fits well",1
Great for work,1
"Fits good, looks nice, quality is worth it",1
Very Good,1
"Great shirt, have owned several others in the past",1
"Excellent fit, wrinkle free",1
Used this shirt in a wedding,1
It looks good and fits great,1
Great product,1
the packaging was not done like other products from amazon,0
it was delivered to me in transparent packing paper usually shirts are,0
"Apart from the quality, looks, fitting of product is perfect",1
